,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
earthscience,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
east,25,44,6,20,1,9,0,22,12,6,0,4,,,,,,,,,,,,,
eastern,3,6,2,0,1,4,0,20,9,4,0,0,,,,,,,,,,,,,
eastfish,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eat,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eating,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eau,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eauj,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ebiomed,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ec,3,6,0,0,0,0,0,3,0,1,0,0,,,,,,,,,,,,,
echos,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecobiol,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecobiology,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecography,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecohealth,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecohydrology,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecol,96,202,0,16,0,0,4,0,0,4,0,0,,,,,,,,,,,,,
ecole,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecologia,3,18,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecologica,1,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecological,18,38,0,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,
ecologie,3,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecologist,2,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecology,75,131,0,6,2,0,3,0,0,4,0,1,,,,,,,,,,,,,
ecomics,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
econ,52,17,1,48,7,0,1,0,457,1,0,0,,,,,,,,,,,,,
economic,18,12,0,7,2,1,2,4,186,1,0,2,,,,,,,,,,,,,
economicas,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
economics,30,3,1,29,5,0,0,0,190,0,0,4,,,,,,,,,,,,,
economique,2,0,0,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,
economische,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
economy,2,1,2,0,0,0,0,2,56,0,0,0,,,,,,,,,,,,,
ecophysiology,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecoplann,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecoplanning,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecos,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecoscience,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecosist,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecosistemas,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecosyst,4,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecosystem,3,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecosystems,4,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
ecotoxicol,3,4,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
ecotoxicology,6,6,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
ecotrop,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecotropica,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecotropicos,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecuad,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ecuador,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ed,9,30,1,50,0,3,6,16,0,0,0,2,,,,,,,,,,,,,
edfujian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edhaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edhuadong,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edhuanan,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edition,9,25,0,19,0,0,7,1,0,0,0,1,,,,,,,,,,,,,
editionfujian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
editionhaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
editionhuadong,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
editionhuanan,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
editionjiefangjun,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edjiefangjun,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
educ,15,50,23,128,3,0,2,0,8,3,1,0,,,,,,,,,,,,,
educacion,2,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
educat,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
education,17,45,30,54,3,3,2,30,8,2,1,23,,,,,,,,,,,,,
educational,6,3,12,14,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
educative,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
edward,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
eesti,4,18,0,0,0,2,0,0,0,2,0,1,,,,,,,,,,,,,
eff,1,0,0,10,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
effectiveness,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
effects,2,0,0,3,0,0,1,0,0,0,0,2,,,,,,,,,,,,,
efflatounia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
egg,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
egypt,6,27,0,17,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
ehkol,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehkologicheskij,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehkologichnyi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehkologiya,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehksp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehksped,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehkspeditsii,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehksperiment,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehmbriol,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ehmbriologii,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eifac,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eire,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eiseigake,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eiseigaku,1,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ekol,1,15,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ekologia,3,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ekologijaehkologiyaecology,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eksport,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eksportutvalget,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
el,3,0,2,4,1,2,0,2,1,1,0,1,,,,,,,,,,,,,
elbe,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
elbeaestuars,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
elder,2,0,0,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
elderly,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
electrochem,1,0,0,0,0,0,9,0,0,0,0,0,,,,,,,,,,,,,
electrochemistry,1,0,0,0,0,0,5,0,0,0,0,1,,,,,,,,,,,,,
electromyogr,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
electromyography,1,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
electron,9,18,0,25,0,0,11,0,0,0,0,9,,,,,,,,,,,,,
electronic,4,8,0,1,0,2,2,2,2,0,0,19,,,,,,,,,,,,,
electronics,1,2,0,4,0,0,5,0,0,0,0,34,,,,,,,,,,,,,
electrophoresis,2,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
electrostatics,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
elem,2,2,0,8,0,0,6,0,0,0,0,1,,,,,,,,,,,,,
element,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
elements,1,1,0,6,0,0,6,0,0,0,0,0,,,,,,,,,,,,,
elev,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
elf,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ell,2,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
ellinikis,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ellinikon,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
elytron,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emaps,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
embarc,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
embarcaciones,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
embo,2,4,0,3,0,0,2,0,0,0,0,2,,,,,,,,,,,,,
embryo,2,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
embryol,1,14,0,24,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
embryology,1,7,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eme,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emerg,4,1,0,46,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
emergency,11,0,0,27,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
emerging,3,1,0,1,0,0,0,0,2,0,0,1,,,,,,,,,,,,,
emirates,2,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emotion,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emotional,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emph,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
emphasis,1,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
employ,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
employment,5,0,0,1,4,0,0,0,0,0,0,0,,,,,,,,,,,,,
emu,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
en,9,32,3,21,0,14,0,4,4,3,0,3,,,,,,,,,,,,,
endeavour,2,2,0,3,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
endo,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
endocr,7,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
endocrine,8,1,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
endocrinol,10,20,0,92,0,0,2,0,0,0,1,0,,,,,,,,,,,,,
endocrinology,12,18,0,45,0,0,3,0,0,0,1,0,,,,,,,,,,,,,
endotoxin,2,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
endovasc,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
endovascular,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
energetikaehnergetikapower,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
energy,21,16,0,7,0,0,14,0,18,0,0,41,,,,,,,,,,,,,
eng,194,36,1,76,4,0,70,3,3,0,0,3,,,,,,,,,,,,,
enghaian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enghaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineer,12,2,0,3,0,0,1,0,0,0,0,2,,,,,,,,,,,,,
engineering,167,30,1,46,0,0,72,0,2,0,0,145,,,,,,,,,,,,,
engineeringhaian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineeringhaiyang,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineeringrevue,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineeringshengwu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineeringsiviele,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engineers,15,3,0,1,0,0,1,0,0,0,0,14,,,,,,,,,,,,,
engl,4,12,0,32,0,0,1,0,1,0,0,0,,,,,,,,,,,,,
england,1,2,0,13,4,6,0,4,4,0,0,2,,,,,,,,,,,,,
english,4,11,2,5,0,75,2,8,0,0,0,2,,,,,,,,,,,,,
englishes,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engrev,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engshengwu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
engsiv,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enquetes,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ensenada,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enst,1,6,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
enstituesue,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enterp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enterprises,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomofauna,2,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomol,131,365,0,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomolbull,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologen,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologia,13,36,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologica,24,41,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomological,28,84,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologicheskoe,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologiczne,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologie,4,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologique,1,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologische,7,23,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologischen,1,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologischer,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologisk,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologiske,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologist,8,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologiste,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomologists,3,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomology,34,90,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomon,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomophaga,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomotaxonomia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entomotropica,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entrepr,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
entrepreneurs,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
env,5,0,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,
enviro,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
environ,206,211,4,104,0,0,45,0,13,0,2,0,,,,,,,,,,,,,
environment,62,56,1,8,0,0,32,0,7,0,0,4,,,,,,,,,,,,,
environmental,152,156,3,89,31,0,16,2,6,0,2,13,,,,,,,,,,,,,
environments,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
environmetrics,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
environnement,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
environnementales,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
enzyme,4,4,0,16,0,0,7,0,0,0,0,0,,,,,,,,,,,,,
enzymol,1,2,0,8,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
enzymology,2,2,0,3,0,0,2,0,0,0,0,1,,,,,,,,,,,,,
eos,4,0,0,0,0,2,0,0,0,0,0,1,,,,,,,,,,,,,
epidemiol,15,7,0,83,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
epidemiologic,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
epidemiology,15,4,0,32,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
epilepsia,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
episteme,2,0,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
epistim,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
epistimon,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
epistimonika,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
epri,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
equilibrium,2,0,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,
equiv,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
equivalent,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
erfen,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ergeb,1,1,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ergebnisse,1,1,0,6,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
ergonomics,18,0,0,4,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
erie,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
erl,56,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
erlnoaa,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ernaering,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
es,1,7,0,2,0,2,0,0,0,0,0,3,,,,,,,,,,,,,
esakia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
escap,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
esd,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
esg,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
esp,11,22,0,72,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
espanol,7,3,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
espanola,5,17,0,26,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
espanolas,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
espec,4,26,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
especial,3,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
especiales,2,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
essent,2,0,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
essential,4,0,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
essenze,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
est,9,11,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
estad,13,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estadisticas,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estadistico,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estadisticos,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estat,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estatistica,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
este,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eston,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estonian,10,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estuar,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estuaries,3,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estuarine,2,10,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
estuary,3,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
estud,8,21,5,10,0,0,0,0,6,5,0,0,,,,,,,,,,,,,
estudios,4,14,6,3,0,19,0,6,6,4,0,0,,,,,,,,,,,,,
estudos,4,5,0,2,0,2,0,2,2,1,0,0,,,,,,,,,,,,,
et,66,188,9,196,0,48,6,32,9,17,0,50,,,,,,,,,,,,,
etairbull,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
etairiasbulletin,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eth,2,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,
ethics,6,4,73,46,10,0,0,18,0,0,0,0,,,,,,,,,,,,,
ethn,3,1,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ethnicity,3,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ethnol,1,1,0,0,0,0,0,0,0,19,0,0,,,,,,,,,,,,,
ethnological,1,0,0,0,0,1,0,2,0,2,0,0,,,,,,,,,,,,,
ethnopharmacol,1,0,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
ethnopharmacology,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
ethol,5,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ethology,7,8,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
etl,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
etologia,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
etp,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
etude,1,4,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
etudes,1,14,2,3,0,35,0,1,1,6,0,0,,,,,,,,,,,,,
eukaryot,3,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eukaryotic,3,4,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
euphytica,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eur,43,59,0,214,4,0,16,2,0,3,0,0,,,,,,,,,,,,,
eurasian,2,4,0,0,0,1,0,0,2,0,0,0,,,,,,,,,,,,,
eurofish,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
europ,1,0,0,0,0,0,0,0,20,0,0,0,,,,,,,,,,,,,
european,49,46,7,124,4,12,17,17,20,2,0,27,,,,,,,,,,,,,
europeen,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
evaam,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eval,4,2,0,20,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
evaluation,3,1,0,16,0,0,2,0,0,0,0,5,,,,,,,,,,,,,
evidencebased,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
evok,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
evoked,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
evol,28,69,0,20,0,0,1,0,0,2,0,0,,,,,,,,,,,,,
evolution,22,41,2,13,0,0,1,0,0,2,0,4,,,,,,,,,,,,,
evolutionary,8,25,0,1,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
evolvable,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
evrofish,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
excell,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
excellence,3,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exerc,4,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exercise,4,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
existence,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exp,76,118,0,273,0,0,9,0,0,0,1,0,,,,,,,,,,,,,
expectations,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exper,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
experience,1,0,0,2,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
experiment,23,43,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
experimental,51,64,0,163,0,2,8,3,1,0,1,14,,,,,,,,,,,,,
experimentalis,2,5,0,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
expert,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
experts,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
explor,2,16,0,2,0,0,2,2,0,2,0,0,,,,,,,,,,,,,
exploration,3,11,0,0,0,0,2,2,0,1,0,3,,,,,,,,,,,,,
export,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exportsimports,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exposure,2,0,0,2,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
expression,10,2,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ext,7,4,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
extension,7,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exter,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exterior,1,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
extra,2,8,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
extremes,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
extremophiles,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
exuviae,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
eye,2,8,0,24,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
f,6,15,2,7,3,1,0,2,0,2,0,5,,,,,,,,,,,,,
fabreries,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
